text,label,rating,helpful_vote,verified_purchase,text_clean_for_split,text_hash,split
"I tried this mascara three times.  Unfortunately, I didn't get the results I had hoped. I will say this mascara didn't flake, which is a plus. However it didn't extend like other mascaras that don't have fibers.  Also, by the end of the day it seemed like it had worn off. It didn't keep the shape or curl.",1,1,0,1,"i tried this mascara three times. unfortunately, i didn't get the results i had hoped. i will say this mascara didn't flake, which is a plus. however it didn't extend like other mascaras that don't have fibers. also, by the end of the day it seemed like it had worn off. it didn't keep the shape or curl.",c831ebbdb40258c7f12251cee5030582,calibration
They are OK - not cheap - but a little small,0,4,1,1,they are ok - not cheap - but a little small,71ecc7ea66de975792107c2f3fba3c4d,calibration
"This works pretty well for me, though I did take it down a star because it really could be even longer. Perhaps 2-3 inches would make the difference, as 34 inches just doesn't seem long enough to scrub all across the back. I do like the design of the scrubber, and the reverse side as well. It does help with scrubbing irritated skin or just massaging with the bumpy side a sore back. I like the handles, they're not hard to hold onto in the shower or bath, though it does take a bit of maneuvering to get it where the other hand can grab the bottom handle if starting a vertical across the shoulders/shoulder blades type of scrub. Besides the length, I definitely would recommend this as it works great and helps me feel clean!",1,4,0,0,"this works pretty well for me, though i did take it down a star because it really could be even longer. perhaps 2-3 inches would make the difference, as 34 inches just doesn't seem long enough to scrub all across the back. i do like the design of the scrubber, and the reverse side as well. it does help with scrubbing irritated skin or just massaging with the bumpy side a sore back. i like the handles, they're not hard to hold onto in the shower or bath, though it does take a bit of maneuvering to get it where the other hand can grab the bottom handle if starting a vertical across the shoulders/shoulder blades type of scrub. besides the length, i definitely would recommend this as it works great and helps me feel clean!",d155ff570b29e255702fd30f5f8a3d34,calibration
"These don't work, they don't stick and they don't do what they say.",0,1,2,1,"these don't work, they don't stick and they don't do what they say.",6645aebb658db3bec5c7e94f37dfee3c,calibration
"Elastic loop broke on my first attempt. Still able to roll and snap it shut, then secure with my own elastic band, but I shouldn't have to.<br /><br />Woah baby did it seem to pull a lot of hair out when I took it down (and I was careful).",1,1,0,1,"elastic loop broke on my first attempt. still able to roll and snap it shut, then secure with my own elastic band, but i shouldn't have to.<br /><br />woah baby did it seem to pull a lot of hair out when i took it down (and i was careful).",6bf6c8893bfcde3acad9b57e78a5e15e,calibration
Spray on my eyes every night before bed and it helps.,0,5,0,1,spray on my eyes every night before bed and it helps.,398424ad0056a17c1ebdea075a3f2d10,calibration
Best,1,5,0,0,best,db82206b1d49042d1a710e9c88c21d36,calibration
The brush works well and is nice and light weight. It does come with extra brissels for the brush which is nice. My only issue is it came with a missing brissel. Other than that is really nice,0,4,0,1,the brush works well and is nice and light weight. it does come with extra brissels for the brush which is nice. my only issue is it came with a missing brissel. other than that is really nice,5cf7979c2bd283a6d3205ed519d56f43,calibration
"I love this brand, and it works well, but the colors that came in the mail were not at all like the colors description. That light sky blue looks more like a navy American blue... disappointed for sure.",0,3,0,1,"i love this brand, and it works well, but the colors that came in the mail were not at all like the colors description. that light sky blue looks more like a navy american blue... disappointed for sure.",37e9b1fa3ae965ff54b8139e8e5da930,calibration
Didn't really like this product because I have  t-zone area oily skin and it also seemed to make me break out.  I prefer powder blush on my cheeks and forehead.,1,1,0,1,didn't really like this product because i have t-zone area oily skin and it also seemed to make me break out. i prefer powder blush on my cheeks and forehead.,5b0606b6a944c8fafc260bf436a63fcb,calibration
LOVE THESE SO MUCH,1,5,0,1,love these so much,e41193ebb94971c8ef4fd311279447c4,calibration
"This diffuser fits my Rusk W8less hair dryer perfectly.  I have been using the Conair universal diffuser for years but it continually pops of the hair dryer.  The Bio Ionic fits snug and does not pop off.  My hair dries faster and my curls are better than before.  Highly recommend.  It's a little pricey, but should last years and years.  It might not travel well because it is rather large.  I use a collapsible diffuser for travel, but it does not work as well as the Bio Ionic.",0,5,1,1,"this diffuser fits my rusk w8less hair dryer perfectly. i have been using the conair universal diffuser for years but it continually pops of the hair dryer. the bio ionic fits snug and does not pop off. my hair dries faster and my curls are better than before. highly recommend. it's a little pricey, but should last years and years. it might not travel well because it is rather large. i use a collapsible diffuser for travel, but it does not work as well as the bio ionic.",298481c528f769912d9f5cf8a43868e2,calibration
"I purchased the ""Wells"" Station Appliance Dryer Iron Holder W/Outlet , and it says it will mount to a wall. The package did not come with directions.<br />I also do not think I received all the necessary parts needed to mount it to the wall.<br />I received the holder, a plastic bag with (2 screws, and 2 plastic wall inserts), and a bracket to tighten onto a ledge and mount to the holder.<br />I did not receive any type of bracket to mount it to a wall.  With the lip on the top of the holder, you cannot use the 2 screws that came in the plastic bag because the holder is to far from the wall.<br />Does anyone else have this issue, and I am just not understanding how to mount this?<br />I am a pretty handy guy, and i believe i possess common sense enough to figure it out, but I can't.",0,2,3,1,"i purchased the ""wells"" station appliance dryer iron holder w/outlet , and it says it will mount to a wall. the package did not come with directions.<br />i also do not think i received all the necessary parts needed to mount it to the wall.<br />i received the holder, a plastic bag with (2 screws, and 2 plastic wall inserts), and a bracket to tighten onto a ledge and mount to the holder.<br />i did not receive any type of bracket to mount it to a wall. with the lip on the top of the holder, you cannot use the 2 screws that came in the plastic bag because the holder is to far from the wall.<br />does anyone else have this issue, and i am just not understanding how to mount this?<br />i am a pretty handy guy, and i believe i possess common sense enough to figure it out, but i can't.",afec443608e9e6aeaf139279af035148,calibration
Very nice and genuine.,1,5,0,1,very nice and genuine.,f97be9f19645345c22bd1307624f9d93,calibration
Loveee it,1,5,0,1,loveee it,68cc0f5fd64d3289bf9f8e3c1e8561b4,calibration
After having the closure for water came off so water runs out.,0,3,0,1,after having the closure for water came off so water runs out.,f0cdbffdbc36827892d5c3eb555c600f,calibration
It's a 3.5 star product. I just finished using the second color set. TBH it's not easy to use. I had to cut the extra part using scissors for each sticker and it's quite hard to control. The sticker fits the baby and middle nails well but not the thumbnail (too wide).,0,4,1,1,it's a 3.5 star product. i just finished using the second color set. tbh it's not easy to use. i had to cut the extra part using scissors for each sticker and it's quite hard to control. the sticker fits the baby and middle nails well but not the thumbnail (too wide).,c47085ced7fc55eb05f8d6b474f7ab4a,calibration
"I think this product is great!!! If you want a dramatic/darker look, this does the trick. I just don't have a steady hand, so I need more practice applying this.  Using this in conjuction with the eye pencil helps.  The owner is great and really cares about offering cosmetically safe products to his customers too which is another HUGE PLUS!",1,5,0,1,"i think this product is great!!! if you want a dramatic/darker look, this does the trick. i just don't have a steady hand, so i need more practice applying this. using this in conjuction with the eye pencil helps. the owner is great and really cares about offering cosmetically safe products to his customers too which is another huge plus!",3aa8f1803a99eb69c21ab449a7d7cf3d,calibration
This is my second one (we lost the first).  Perfect for my toddler's pigtails.,0,5,0,1,this is my second one (we lost the first). perfect for my toddler's pigtails.,ddbdd2dbb5229354a645530f66bed7d2,calibration
"Esta es mi primera peluca y estoy asombrada lo natural que se ve y se siente, es muy suave, la construcción es perfecta y el encaje delantero y baby hairs son increíbles.  Es aun mejor que las fotos. No doy 5 estrellas porque el gorro es un poco pequeño,  pero aun así me quedaré con ella. Espero pronto comprar otra peluca de esta compañía.  La recomiendo.",0,4,0,1,"esta es mi primera peluca y estoy asombrada lo natural que se ve y se siente, es muy suave, la construcción es perfecta y el encaje delantero y baby hairs son increíbles. es aun mejor que las fotos. no doy 5 estrellas porque el gorro es un poco pequeño, pero aun así me quedaré con ella. espero pronto comprar otra peluca de esta compañía. la recomiendo.",8220c324c6682bdabd54ac2092888d00,calibration
Looked to cheap for my traveling pleasure,1,1,0,1,looked to cheap for my traveling pleasure,bbad7deb967673c48ed64f68db07853f,calibration
Love this sample box!!,1,5,0,0,love this sample box!!,3d11c68b21342de2488a205b3abd787b,calibration
Its great for any skin type.,1,5,0,1,its great for any skin type.,13b495fdeb8e012cd6473c5eedd9642a,calibration
This is a relaxing tool. It feels nice going across the cheeks. It glides easily. It is also pretty.,1,5,0,0,this is a relaxing tool. it feels nice going across the cheeks. it glides easily. it is also pretty.,5dbaf0da95e9f0cc6214b243b8202954,calibration
"I have dry, sensitive and t zone skin.<br />My skin reacts to almost everything including ones my dermatologists recommended.<br />It was beyond frustrating.<br />I finally got relief through centellian 24 cream.<br />This cream is safe haven for my dry and sensitive skin.<br />This product moisturizes very well overall.<br />What about my t zone, you say? I put less and that seems to work. Or on more oily days I just put toner only.<br />Hope this cream works for you as well as it did for me.",1,5,3,1,"i have dry, sensitive and t zone skin.<br />my skin reacts to almost everything including ones my dermatologists recommended.<br />it was beyond frustrating.<br />i finally got relief through centellian 24 cream.<br />this cream is safe haven for my dry and sensitive skin.<br />this product moisturizes very well overall.<br />what about my t zone, you say? i put less and that seems to work. or on more oily days i just put toner only.<br />hope this cream works for you as well as it did for me.",47bedfa9d224373e31538ea57e5dcd26,calibration
"Disappointing, doesn’t moisturize well",1,2,0,1,"disappointing, doesn’t moisturize well",0b0b6f7d36f4e449126564fa50f7b9f3,calibration
"I have purchased extra soft toothbrushes from Oral-B many times before and these from Amazon were definately not extra soft when we tried them. At best they are a ""medium."" Bummer, plan to request a refund.",0,1,0,1,"i have purchased extra soft toothbrushes from oral-b many times before and these from amazon were definately not extra soft when we tried them. at best they are a ""medium."" bummer, plan to request a refund.",c2e45b63ecf4a4625259bf8d82e6b5c9,calibration
"I really like the lather that this shaving soap makes, but the aroma is too perfumey for me. I wish they had a range of scents to choose from. as it is I can't really enjoy it.",0,3,0,1,"i really like the lather that this shaving soap makes, but the aroma is too perfumey for me. i wish they had a range of scents to choose from. as it is i can't really enjoy it.",5f948168e4ac29964abed7741940f3a7,calibration
Good as expected,1,5,0,1,good as expected,cd525f435c829adc7921e55ef81296e2,calibration
[[VIDEOID:ee13482ef99414d8670c38fd9f15741c]] So I love this tanning mitt! For a price it is a must have. The quality is great too and it looks more expensive than it is! Mine was soft and had a velvety feel to it! its so cute and I'm obsessed!. My tanning will be so much easier thanks to this really great mitt. I recommend it!,1,5,0,1,[[videoid:ee13482ef99414d8670c38fd9f15741c]] so i love this tanning mitt! for a price it is a must have. the quality is great too and it looks more expensive than it is! mine was soft and had a velvety feel to it! its so cute and i'm obsessed!. my tanning will be so much easier thanks to this really great mitt. i recommend it!,03d0045e8b055d955b73536343fb8423,calibration
Si las extiende bien,0,3,1,1,si las extiende bien,6928fdee90f6cd12acba8aaf9a53bfcf,calibration
"I had really high hopes for this product and I wasn't disappointed when it arrived. I'm in a play and my character calls for this type of hairstyle. Since my hair is short, a bun with my own hair was out of the question. With this product, I can pull my natural hair into a small pony/messy bun and this product slips right over it. My character gets in a struggling match on stage and with just a few bobby pins, this product really stays secure. It matches my hair perfectly...so well that my own mother didn't even realize I was wearing &#34;fake&#34; hair. My hair is a very dark brown.",0,5,1,1,"i had really high hopes for this product and i wasn't disappointed when it arrived. i'm in a play and my character calls for this type of hairstyle. since my hair is short, a bun with my own hair was out of the question. with this product, i can pull my natural hair into a small pony/messy bun and this product slips right over it. my character gets in a struggling match on stage and with just a few bobby pins, this product really stays secure. it matches my hair perfectly...so well that my own mother didn't even realize i was wearing &#34;fake&#34; hair. my hair is a very dark brown.",49a6f22046b4d73763326c8db9a55846,calibration
Love the product...the price was great and the  customer service was wonderful!!!  Thanks and I will definitely continue to do business with you!,1,5,0,1,love the product...the price was great and the customer service was wonderful!!! thanks and i will definitely continue to do business with you!,ee6095dfcdc624cb495d3ac39e34aa10,calibration
Everyone thought it was real.,1,5,4,1,everyone thought it was real.,9f8845752ed1a46111371db7213e50b7,calibration
"No good for my hair, but great for my wigs.",0,2,0,1,"no good for my hair, but great for my wigs.",b394397cf6c5229d4b928dd7c062d3b1,calibration
Producr came damaged and I cannot return it!,0,1,2,1,producr came damaged and i cannot return it!,7ddcb378b28ad06794cb712f65898215,calibration
"I hate the soaking process. My hands end up freezing and I just don't have the patience to sit for as long as it takes to soak my gel polish off. So then I end up using a file to remove it - it works but it is very time consuming and at least my hands are ""doing"" something. Plus, sometimes I go a little overboard and end up with thinning out my actual nail. Oops! And owie!<br /><br />This is where Gel Nail Polish Remover comes in. Before buying this product I read many, many reviews on various similar products as well as this one. The ""worst"" reviews I saw complained of this product causing nails to curl. As it so happens, exactly as I thought, the cause of nails curling from this product is THIN NAILS. I had previously gone a little rough on one of my pinky nails, thinning it out to the point that putting pressure on the nail hurt. Of course, that nail curled up when I applied this product. My other nails, all still mostly standard thickness, were fine. Also, it is very important to note that the nail does relax back to normal shape after removal. At least, mine did.<br /><br />I had also read in another review the suggestion to apply one coat, leave on for 5 or 6 minutes then apply another coat. I can concur that this is the best practice. It is also important to remember to user your nail file to rough up/remove the top coat. If you forget that step, it won't do a darned thing!<br /><br />I have now used this product no less than 3 times, on both my hands and feet, and can say that the nail curling only happened on the first application. It has not happened again with additional polish removal sessions. Again, it is important to not skip the filing off of the top layer and to apply multiple times, allowing ample time for the product to work between applications.<br /><br />I absolutely recommend this product just so long as you fully understand the limitations and HOW to use it. Great value for the price, too!",1,5,1,1,"i hate the soaking process. my hands end up freezing and i just don't have the patience to sit for as long as it takes to soak my gel polish off. so then i end up using a file to remove it - it works but it is very time consuming and at least my hands are ""doing"" something. plus, sometimes i go a little overboard and end up with thinning out my actual nail. oops! and owie!<br /><br />this is where gel nail polish remover comes in. before buying this product i read many, many reviews on various similar products as well as this one. the ""worst"" reviews i saw complained of this product causing nails to curl. as it so happens, exactly as i thought, the cause of nails curling from this product is thin nails. i had previously gone a little rough on one of my pinky nails, thinning it out to the point that putting pressure on the nail hurt. of course, that nail curled up when i applied this product. my other nails, all still mostly standard thickness, were fine. also, it is very important to note that the nail does relax back to normal shape after removal. at least, mine did.<br /><br />i had also read in another review the suggestion to apply one coat, leave on for 5 or 6 minutes then apply another coat. i can concur that this is the best practice. it is also important to remember to user your nail file to rough up/remove the top coat. if you forget that step, it won't do a darned thing!<br /><br />i have now used this product no less than 3 times, on both my hands and feet, and can say that the nail curling only happened on the first application. it has not happened again with additional polish removal sessions. again, it is important to not skip the filing off of the top layer and to apply multiple times, allowing ample time for the product to work between applications.<br /><br />i absolutely recommend this product just so long as you fully understand the limitations and how to use it. great value for the price, too!",8f6859ed0ea5bc2178cea8130a92f59c,calibration
love these - take your makeup off with just water,0,5,1,1,love these - take your makeup off with just water,f1be23595657c544106f09ff20f9bc20,calibration
Perfect! Just what I needed and exactly as described! Good quality!,0,5,0,1,perfect! just what i needed and exactly as described! good quality!,7e868ac30bc330339de7b4ddc791f485,calibration
Easy to put but doesn’t not stay on for at least a week,0,5,0,1,easy to put but doesn’t not stay on for at least a week,9371f23ee898b06946a282c98fca1310,calibration
I love love love this bag! I purchased this bag to store all of my makeup at home. I’m living in a tiny space and needed to store my makeup in a way that it would not take up the entire counter. While I do hate that my makeup is not as easily accessible because I have to bring the case out BUT this is what I have to do to make more use of my space. When I do have it on the counter I love that I have a space for everything and I can see all of my makeup at once for the most part. This is a sturdy case and it was well worth it. I did purchase the two layer one as well but preferred this one for the space and extra compartments. I love that it also fits my palettes which has always been a problem for me to find something to work with my bigger ones. I cannot speak to the travel capabilities because I don’t travel with my makeup but I can’t see why it wouldn’t be a good bag to travel with.,1,5,10,1,i love love love this bag! i purchased this bag to store all of my makeup at home. i’m living in a tiny space and needed to store my makeup in a way that it would not take up the entire counter. while i do hate that my makeup is not as easily accessible because i have to bring the case out but this is what i have to do to make more use of my space. when i do have it on the counter i love that i have a space for everything and i can see all of my makeup at once for the most part. this is a sturdy case and it was well worth it. i did purchase the two layer one as well but preferred this one for the space and extra compartments. i love that it also fits my palettes which has always been a problem for me to find something to work with my bigger ones. i cannot speak to the travel capabilities because i don’t travel with my makeup but i can’t see why it wouldn’t be a good bag to travel with.,94900ee2543a9ceb660a5340ff625ff6,calibration
Works very well & will purchase again from seller.  LS,0,5,0,1,works very well & will purchase again from seller. ls,ef49c4cd8348d423525f23c4447db453,calibration
These work great for buffing your nails.,1,5,0,1,these work great for buffing your nails.,8b6afa0091e24486f066ec51a7b9f007,calibration
"I wanted this to work with my hair style so badly!  I've always wanted to wear a crown for an event.  It was gorgeous and high quality.  I did end up returning it, but it was because of my hair, not the crown itself--it was perfect!",0,5,0,1,"i wanted this to work with my hair style so badly! i've always wanted to wear a crown for an event. it was gorgeous and high quality. i did end up returning it, but it was because of my hair, not the crown itself--it was perfect!",b76264fc0c2c1e1faa4691a94afdb4d7,calibration
"It wasn't comfortable, wasn't staying in place.",1,3,0,1,"it wasn't comfortable, wasn't staying in place.",bd2568570330de2700f3a576b4faf47a,calibration
Best sevice best toothpaste.. I have been using this toothpaste for fifteen years and I don't smoke.but It cleans better than any toothpaste..,0,5,1,1,best sevice best toothpaste.. i have been using this toothpaste for fifteen years and i don't smoke.but it cleans better than any toothpaste..,a7dffabb788fff64526138083f38e806,calibration
I'm very particular in regards to eye lash curlers and I got to say I love this one.,0,5,0,1,i'm very particular in regards to eye lash curlers and i got to say i love this one.,86229b889929e6f6fc13296163c35820,calibration
Tape did not stick. I think these are a mix of human hair and synthetic hair. They only last about three weeks before getting dry and damaged feeling.,0,2,0,1,tape did not stick. i think these are a mix of human hair and synthetic hair. they only last about three weeks before getting dry and damaged feeling.,d983eb3fcdd068c3cb58d2e91acbc1e4,calibration
Love every product I have ever purchased and used from Essano. Awesome quality and great ingredients. Always make my hair and skin happy :),0,5,0,1,love every product i have ever purchased and used from essano. awesome quality and great ingredients. always make my hair and skin happy :),94358715ac2a42a3539abbe571fda125,calibration
"Very cute headbands, just as pictured",1,5,0,1,"very cute headbands, just as pictured",ef11f973b5a6cbc87bcd81f41033dcd8,calibration
Beat I've ever had,1,5,0,1,beat i've ever had,eda3f6bb3ac48332eebce7b939c1640e,calibration
Great for laying down your edges,1,5,0,1,great for laying down your edges,b968916a23023dca084532c477c0ce86,calibration
I bought this brush for my son and he says the bristles keep falling out of the brush.,0,1,0,1,i bought this brush for my son and he says the bristles keep falling out of the brush.,59d59a4ad20280e71944e4a46343deb2,calibration
"[[VIDEOID:1943fad9ee1a3add54e5bf7fc7b78f5e]] read this full thing before buying:<br />very nice and close shave! material of razor is very durable & seems to not rust (always dry your razor after use) and the blades provided are pretty nice! only had a few nicks and absolutely NO irritation (make sure you exfoliate before, use good shaving cream/foam/gel, pat dry, and then really moisturize your legs [with a non scented lotion]).<br /><br />make sure you’re very careful to apply the right pressure, you don’t want to dig into your skin, but you also want to grab the hair as close to this root/skin as possible. it is a little slippery, but since I have smaller hands, it didn’t bother me much.<br /><br />I just wish they had a video on how to put the blade in, I had to use their competitors to find out how to put it together :(. For your convenience, I made a short (awkward) video on how to take it apart and put the blade in.",0,5,38,1,"[[videoid:1943fad9ee1a3add54e5bf7fc7b78f5e]] read this full thing before buying:<br />very nice and close shave! material of razor is very durable & seems to not rust (always dry your razor after use) and the blades provided are pretty nice! only had a few nicks and absolutely no irritation (make sure you exfoliate before, use good shaving cream/foam/gel, pat dry, and then really moisturize your legs [with a non scented lotion]).<br /><br />make sure you’re very careful to apply the right pressure, you don’t want to dig into your skin, but you also want to grab the hair as close to this root/skin as possible. it is a little slippery, but since i have smaller hands, it didn’t bother me much.<br /><br />i just wish they had a video on how to put the blade in, i had to use their competitors to find out how to put it together :(. for your convenience, i made a short (awkward) video on how to take it apart and put the blade in.",a711c469492c014a05efab2b6bef1185,calibration
"Sticks are too thick... Also, they're not rounded, so very hard to attempt to push through hair.",0,1,1,1,"sticks are too thick... also, they're not rounded, so very hard to attempt to push through hair.",0c48ac81bf9ea2d080c9a3f1d394d94c,calibration
"I love these for daily use. Mixed with a daily moisturizer and it works as a soft concealer making everything look even and muting any blemishes. Plus great tan color, looks natural without too much of it. My 4 star as opposed to 5 is just its size for the price I really wish it was larger. Other than that, its a great product to have for daily use.",0,4,3,1,"i love these for daily use. mixed with a daily moisturizer and it works as a soft concealer making everything look even and muting any blemishes. plus great tan color, looks natural without too much of it. my 4 star as opposed to 5 is just its size for the price i really wish it was larger. other than that, its a great product to have for daily use.",81f80cc04fff9255b4ec7761a010b691,calibration
These are just perfect all the way around!,0,5,0,1,these are just perfect all the way around!,4ae556571d9c09053a2fdddf092bb819,calibration
"Absolutely love this diffuser, fits nicely in a travel bag and I don't find that it collapses easily during use at all. Love it!",0,5,0,1,"absolutely love this diffuser, fits nicely in a travel bag and i don't find that it collapses easily during use at all. love it!",33efdb0b807b242f01c124d589300402,calibration
"One thing I cannot stand is the smell of sandlewood. Not only do I hate the smell, but it reacts with my sinuses and causes an allergic reaction.<br /><br />This &#34;cedar&#34; that I have purchased -- which the bag says is &#34;100% pure&#34; is NOT 100% pure cedar. It REEKS of sandlewood. Trash. And now my sinuses are messed up. Thanks a lot.",0,1,0,1,"one thing i cannot stand is the smell of sandlewood. not only do i hate the smell, but it reacts with my sinuses and causes an allergic reaction.<br /><br />this &#34;cedar&#34; that i have purchased -- which the bag says is &#34;100% pure&#34; is not 100% pure cedar. it reeks of sandlewood. trash. and now my sinuses are messed up. thanks a lot.",86b3283444b3056f3f96d9861cb92d5a,calibration
"So, I took out the little magnet stick and the little balls that made up the flower came off right away. I managed to glue them back on but they still do not work with magnetic polish.<br /><br />The other side does not work either. The magnets are not strong enough. Don't bother with this one.",0,1,2,1,"so, i took out the little magnet stick and the little balls that made up the flower came off right away. i managed to glue them back on but they still do not work with magnetic polish.<br /><br />the other side does not work either. the magnets are not strong enough. don't bother with this one.",ee893db78f390ab8cac6aaa79a47777b,calibration
"Great color, smooth going on the eyelid.  I recommend!",0,5,0,1,"great color, smooth going on the eyelid. i recommend!",b04ac1472be92bd67dd039d0058257fb,calibration
I didn't find it practical,1,1,0,1,i didn't find it practical,b2e0879aab980632c13d76530d732f4d,calibration
Christmas present for my mo and she loves it,1,5,0,1,christmas present for my mo and she loves it,c342daae4ee5b6d48488ff3025f0ccd9,calibration
"This company is amazing! They contacted me because my head didn’t fit one of their wigs and they sent me another of choice so I picked the pink one! Not only so I absolutely adore it, it fits perfectly and is SO SOFT. Customer service took extra care of me and helped me find a wig that fit me. I have cancer so this meant the world. THANK YOU SO SO MUCH!!",1,5,0,0,"this company is amazing! they contacted me because my head didn’t fit one of their wigs and they sent me another of choice so i picked the pink one! not only so i absolutely adore it, it fits perfectly and is so soft. customer service took extra care of me and helped me find a wig that fit me. i have cancer so this meant the world. thank you so so much!!",162d5aadd58801c57045ca3aa16f5cf8,calibration
This is my 1st time ordering a wig from Amazon. The wig is nice and full. However I received the wrong color. And I'm not very happy about that.,0,3,1,1,this is my 1st time ordering a wig from amazon. the wig is nice and full. however i received the wrong color. and i'm not very happy about that.,4ff814f2d71578f22852a8649424adc4,calibration
"Well, what can I say.  It works, but sometimes they will pop off, sometimes they annoy  me, so I stopped using them.",0,4,1,1,"well, what can i say. it works, but sometimes they will pop off, sometimes they annoy me, so i stopped using them.",e613e1a764057075adb4e730d2821022,calibration
Cute shape and color. However this is made for someone who likes their pillows super firm. Just not for me. I wana relaxing with something plush and soft like. This is definately not it.,0,3,1,1,cute shape and color. however this is made for someone who likes their pillows super firm. just not for me. i wana relaxing with something plush and soft like. this is definately not it.,71891e87f1c488151b26d14a5d566a81,calibration
"This is my second time buying this top coat. Love it. Love it. Love it.  Will buy again, too!<br />This adds the most lovely sparkle to any design without overtaking your design. If you wear just a single color, this top coat transforms it into something really special. Just a hint of rainbow sprinkles and glint ❤️",0,5,0,1,"this is my second time buying this top coat. love it. love it. love it. will buy again, too!<br />this adds the most lovely sparkle to any design without overtaking your design. if you wear just a single color, this top coat transforms it into something really special. just a hint of rainbow sprinkles and glint ❤️",10d8fb5c9e8fa4f9afea168d00df5c3e,calibration
They have a new name for it now. It's got an iridescent finish and a soft sheet.<br />It's on trend right now.,0,5,0,1,they have a new name for it now. it's got an iridescent finish and a soft sheet.<br />it's on trend right now.,628c503fc3a255ce9367eb1fba95f277,calibration
"It's okay, too small for what I was going to use it for, but that's my fault because I knew the dimensions.<br />Doesn't even seem like a toothbrush will fit in here.",1,3,0,1,"it's okay, too small for what i was going to use it for, but that's my fault because i knew the dimensions.<br />doesn't even seem like a toothbrush will fit in here.",a4ec108a035ba0166d3008c35b1303d9,calibration
"I've been using this product for about a year and a half. The first few bottles were a dark brown color and the most recent bottle is a light cream color. Not sure which it's supposed to be but the inconsistency concerns me. Has been working well so far, no tangles and hair seems healthy. Just a couple sprays each day after shower.",0,4,2,1,"i've been using this product for about a year and a half. the first few bottles were a dark brown color and the most recent bottle is a light cream color. not sure which it's supposed to be but the inconsistency concerns me. has been working well so far, no tangles and hair seems healthy. just a couple sprays each day after shower.",9949abff47e4aaff5e5c2b8b1a2d96c9,calibration
I should’ve known better than purchasing cheap cosmetics. The quality of the product is poor and I didn’t use it more than once. Better spend little more money but buy the product that you’re actually gonna use.,0,1,0,1,i should’ve known better than purchasing cheap cosmetics. the quality of the product is poor and i didn’t use it more than once. better spend little more money but buy the product that you’re actually gonna use.,8cb56646bf48f3fc83bcde30f43aacd2,calibration
"This product really did the trick with my super dry/itchy scalp after just one use! I instantly felt it soothing and relieving the itch. However- it did make me break out in a rash all over my face, neck, and chest. 4 starts because it does do what it claims to do, but it unfortunately may not be the best option for those with super sensitive skin like myself.",0,4,2,1,"this product really did the trick with my super dry/itchy scalp after just one use! i instantly felt it soothing and relieving the itch. however- it did make me break out in a rash all over my face, neck, and chest. 4 starts because it does do what it claims to do, but it unfortunately may not be the best option for those with super sensitive skin like myself.",d20d2e956967d9a40d73e8380d809f67,calibration
I’m impressed with this product. It was packaged well and branded well.,0,5,0,1,i’m impressed with this product. it was packaged well and branded well.,efc842be3f80bbe813cb1663493b2ad9,calibration
Think I'm allergic to materials used in wig as it was itchy and caused a rash.  Luckily I was able to return it.,0,3,6,1,think i'm allergic to materials used in wig as it was itchy and caused a rash. luckily i was able to return it.,3333757a8d1799f2d7b3c2a8f2d55603,calibration
Perfectos.,1,5,0,1,perfectos.,07d119e9dcbe913205595a502d18bd90,calibration
I find it to be sticky and in our 110 temperatures it melts.  Unsure if like due to issues.  Deodorizes yes.,0,3,0,1,i find it to be sticky and in our 110 temperatures it melts. unsure if like due to issues. deodorizes yes.,6edaf471454e2bf99325d401c3bf1d58,calibration
This stuff works miracles instant pain relief my knee is more flexible then it ever has been since using twice a day,0,5,1,1,this stuff works miracles instant pain relief my knee is more flexible then it ever has been since using twice a day,d58dfd1c8a3792f85a3f536ba044441d,calibration
Perfect size and easy to use,1,5,0,1,perfect size and easy to use,07ff5ee719138d6001084044ed30d67a,calibration
"I purchased these because I have sensory problems and need a way to keep my mask off my face.<br /><br />I would not recommend these for that use. The design, while cute, is not helpful.  It was noticably harder to breathe (compared to other styles, or a mask alone).  The flower shaped cut outs ended up being very restricting compared to other mask brakets.<br /><br />The design also makes these much heavier than other mask brackets. It got pretty uncomfortable very quickly.<br /><br />The pink was a bit lighter in color than expected.<br /><br />Material was as expected; soft, pliable, silicon.<br /><br />I ordered a couple kinds, and did find a different design that worked much better for me.",0,2,8,1,"i purchased these because i have sensory problems and need a way to keep my mask off my face.<br /><br />i would not recommend these for that use. the design, while cute, is not helpful. it was noticably harder to breathe (compared to other styles, or a mask alone). the flower shaped cut outs ended up being very restricting compared to other mask brakets.<br /><br />the design also makes these much heavier than other mask brackets. it got pretty uncomfortable very quickly.<br /><br />the pink was a bit lighter in color than expected.<br /><br />material was as expected; soft, pliable, silicon.<br /><br />i ordered a couple kinds, and did find a different design that worked much better for me.",79016b3c5aa0579cfe56ff7986904ac0,calibration
Looks really nice but the water comes out like a facet. Splashing everywhere.  Regretted buying it,0,2,0,1,looks really nice but the water comes out like a facet. splashing everywhere. regretted buying it,d017fc2d32b384ded4a416833cf41ba2,calibration
Have shoulder length hair. Keeps it out of my face and dripping everywhere. Towels thicker than I thought. Easier than trying to balance a large towel on head,0,5,1,1,have shoulder length hair. keeps it out of my face and dripping everywhere. towels thicker than i thought. easier than trying to balance a large towel on head,616fd016fc8df86e31cf5061689dcc19,calibration
